car,price,body,mileage,engV,engType,registration,year,model,drive
Honda,20600,other,89,2,Petrol,yes,2012,CR-V,full
Honda,4300,sedan,259,1.5,Petrol,yes,2000,Civic,front
Honda,26000,crossover,68,2,Petrol,yes,2012,CR-V,full
Honda,6500,crossover,318,2,Petrol,yes,1997,CR-V,full
Honda,8780.85,hatch,140,1.8,Petrol,yes,2007,Civic,front
Honda,25000,crossover,20,2,Petrol,yes,2012,CR-V,full
Honda,4599,hatch,210,1.4,Gas,yes,1998,Civic,front
Honda,8900,sedan,124,1.8,Petrol,yes,2007,Civic,front
Honda,16200,sedan,90,2.4,Petrol,yes,2008,Accord,front
Honda,14800,sedan,140,2.4,Petrol,yes,2008,Accord,front
Honda,11000,sedan,180,2,Petrol,yes,2006,Accord,front
Honda,15000,other,180,2.4,Petrol,yes,2008,Accord,front
Honda,15400,crossover,137,2.4,Gas,yes,2008,CR-V,full
Honda,17100,sedan,90,2.4,Petrol,yes,2010,Accord,front
Honda,14100,sedan,97,2,Petrol,yes,2008,Accord,front
Honda,19900,other,52,2.2,Petrol,yes,2006,S2000,rear
Honda,17900,other,88,2.4,Petrol,yes,2011,Accord,front
Honda,9700,sedan,106,1.8,Petrol,yes,2008,Civic,front
Honda,11500,sedan,99,1.8,Petrol,yes,2007,Civic,
Honda,3500,sedan,200,1.5,Petrol,yes,1994,Civic,front
Honda,10500,sedan,177,2.4,Petrol,yes,2007,Accord,front
Honda,11888,sedan,135,2.4,Gas,yes,2007,Accord,front
Honda,14900,other,60,2.4,Gas,yes,2008,Accord,front
Honda,14800,crossover,95,2,Petrol,yes,2007,CR-V,full
Honda,19500,sedan,70,2.4,Petrol,yes,2012,Accord,front
Honda,14650,sedan,166,3.5,Gas,yes,2007,Legend,full
Honda,8900,sedan,178,1.8,Petrol,yes,2008,Civic,front
Honda,16900,crossover,79,2.4,Petrol,yes,2008,CR-V,full
Honda,17500,sedan,57,2,Petrol,yes,2012,Accord,front
Honda,19800,crossover,58,2,Gas,yes,2012,CR-V,full
Honda,20999,crossover,98,3.5,Gas,yes,2009,Pilot,full
Honda,1650,hatch,300,1.5,Petrol,yes,1987,Civic,front
Honda,11700,hatch,88,1.8,Petrol,yes,2009,Civic,front
Honda,23999,sedan,65,2.4,Petrol,yes,2014,Accord,front
Honda,19300,crossover,76,2.4,Gas,yes,2011,CR-V,full
Honda,2700,sedan,357,1.5,Petrol,yes,1993,Civic,
Honda,10500,sedan,190,2,Gas,yes,2006,Accord,front
Honda,17000,crossover,110,2,Petrol,yes,2007,CR-V,full
Honda,8700,sedan,150,1.8,Petrol,yes,2008,Civic,front
Honda,6200,other,170,2,Petrol,yes,1995,Prelude,front
Honda,16200,crossover,92,2,Gas,yes,2008,CR-V,full
Honda,16300,crossover,111,2.4,Petrol,yes,2008,CR-V,full
Honda,7999,sedan,118,1.8,Petrol,yes,2007,Civic,
Honda,1750,sedan,193,2,Gas,yes,1988,Accord,front
Honda,9300,crossover,183,2,Petrol,yes,2004,CR-V,full
Honda,0,crossover,1,1.6,Diesel,yes,2016,CR-V,full
Honda,26000,crossover,68,2,Petrol,yes,2012,CR-V,full
Honda,17800,sedan,80,2,Petrol,yes,2011,Accord,
Honda,24000,sedan,68,2.4,Petrol,yes,2013,Accord,
Honda,4000,sedan,350,1.5,Petrol,yes,1998,Civic,front
Honda,6999,sedan,320,1.8,Petrol,yes,2007,Civic,front
Honda,15300,sedan,46,1.8,Petrol,yes,2013,Civic,front
Honda,9300,sedan,116,2,Petrol,yes,2006,Accord,front
Honda,10300,sedan,106,2,Petrol,yes,2007,Accord,front
Honda,8500,crossover,90,2.4,Petrol,no,2011,CR-V,full
Honda,18500,sedan,1,1.5,Petrol,yes,2016,Civic,front
Honda,1399,other,200,1.8,Gas,yes,1985,Prelude,front
Honda,8700,crossover,120,2,Petrol,yes,2006,HR-V,full
Honda,18500,sedan,1,NA,Other,yes,2016,City,
Honda,7850,hatch,70,1.3,Petrol,yes,2011,Jazz,front
Honda,10500,hatch,90,1.8,Petrol,yes,2008,Civic,front
Honda,41000,crossover,0,1.6,Diesel,yes,2016,CR-V,full
Honda,28500,other,56,2.4,Petrol,yes,2014,Accord,front
Honda,27600,other,58,2.4,Petrol,yes,2015,Accord,front
Honda,22000,crossover,92,2,Gas,yes,2011,CR-V,full
Honda,8900,sedan,205,2.4,Other,yes,2005,Accord,front
Honda,5999,crossover,260,2,Gas,yes,2000,CR-V,front
Honda,3500,sedan,100,2.4,Other,no,2007,Accord,front
Honda,40900,crossover,0,1.6,Diesel,yes,2016,CR-V,full
Honda,40900,crossover,0,1.6,Diesel,yes,2016,CR-V,full
Honda,15200,other,90,3.5,Gas,yes,2008,Accord,front
Honda,18700,sedan,75,2,Gas,yes,2011,Accord,front
Honda,11000,hatch,74,1.4,Other,yes,2010,Civic,front
Honda,11000,hatch,74,1.4,Other,yes,2010,Insight,front
Honda,13300,hatch,53,1.4,Other,yes,2012,Insight,front
Honda,12400,hatch,52,1.4,Other,yes,2012,Insight,front
Honda,20500,sedan,92,2.4,Petrol,yes,2011,Accord,front
Honda,7800,other,220,2,Gas,yes,1999,CR-V,full
Honda,11900,hatch,88,1.8,Petrol,yes,2009,Civic,front
Honda,24700,sedan,65,2.4,Petrol,yes,2014,Accord,front
Honda,19900,crossover,86,2.4,Gas,yes,2011,CR-V,full
Honda,10500,other,78,1.4,Other,yes,2012,Jazz,front
Honda,8500,crossover,243,2,Gas,yes,2001,CR-V,full
Honda,11300,hatch,89,1.8,Petrol,yes,2008,Civic,front
Honda,2900,hatch,228,1.7,Diesel,no,2003,Civic,front
Honda,15900,crossover,136,3.5,Gas,yes,2007,Pilot,full
Honda,9500,hatch,119,1.8,Petrol,yes,2008,Civic,front
Honda,5900,sedan,250,3.5,Gas,yes,1999,Legend,front
Honda,12000,sedan,135,2.4,Gas,yes,2008,Accord,front
Honda,10500,hatch,104,1.8,Petrol,yes,2008,Civic,front
Honda,17700,sedan,84,2,Petrol,yes,2011,Accord,front
Honda,5100,sedan,220,1.6,Petrol,yes,1999,Accord,front
Huanghai,8500,crossover,90,2.4,Petrol,yes,2007,Aurora,full
Hummer,21500,crossover,90,3.5,Gas,yes,2006,H3,full
Hummer,39500,other,110,6,Gas,yes,2007,H2,full
Hummer,18400,crossover,147,3.5,Gas,yes,2007,H3,full
Hummer,19800,other,0,NA,Other,yes,2006,H3,
Hummer,43000,crossover,125,6.2,Gas,yes,2008,H2,full
Hyundai,11800,sedan,65,1.4,Petrol,yes,2013,Accent,front
Hyundai,9700,sedan,54,1.4,Petrol,yes,2013,Accent,front
Hyundai,6900,crossover,105,1.6,Petrol,yes,2009,Accent,front
Hyundai,10500,crossover,120,NA,Other,yes,2007,Tucson,full
Hyundai,14500,crossover,102,2.2,Diesel,yes,2008,Santa FE,full
Hyundai,29999,crossover,52,2.2,Diesel,yes,2014,Santa FE,full
Hyundai,9600,sedan,98,1.4,Petrol,yes,2011,Accent,front
Hyundai,8900,sedan,138,1.4,Petrol,yes,2011,Accent,front
Hyundai,6200,hatch,121,1.4,Gas,yes,2008,Getz,front
Hyundai,25600,crossover,94,2,Diesel,yes,2013,IX35,full
Hyundai,39900,crossover,0,2.2,Diesel,yes,2016,Santa FE,full
Hyundai,37400,crossover,0,2.2,Diesel,yes,2016,Santa FE,full
Hyundai,18900,crossover,145,2,Gas,yes,2011,IX35,full
Hyundai,10800,crossover,142,2,Diesel,yes,2007,Tucson,full
Hyundai,16300,crossover,125,2.7,Gas,yes,2007,Santa FE,full
Hyundai,10800,crossover,106,2,Gas,yes,2007,Tucson,full
Hyundai,21166.665,sedan,0,1.8,Petrol,yes,2015,Elantra,front
Hyundai,11200,crossover,78,2,Petrol,yes,2009,Tucson,full
Hyundai,13800,other,57,1.6,Petrol,yes,2012,Elantra,front
Hyundai,9300,sedan,90,1.6,Petrol,yes,2011,Elantra,front
Hyundai,10500,crossover,120,2.7,Petrol,yes,2006,Tucson,full
Hyundai,28888,crossover,20,2.2,Diesel,yes,2013,Santa FE,full
Hyundai,27768.975,crossover,1,2.2,Diesel,yes,2015,Santa FE,front
Hyundai,11999,sedan,162,2.2,Diesel,yes,2006,Santa FE,full
Hyundai,9500,crossover,87,2,Gas,yes,2008,Tucson,
Hyundai,15999,crossover,87,2.4,Gas,yes,2011,Santa FE,full
Hyundai,12333,crossover,78,2,Petrol,yes,2009,Tucson,full
Hyundai,10200,sedan,59,1.4,Petrol,yes,2012,Accent,front
Hyundai,9550,crossover,138,2,Gas,yes,2007,Tucson,front
Hyundai,14900,sedan,74,2.4,Gas,yes,2012,Sonata,front
Hyundai,33500,sedan,0,2.4,Petrol,yes,2016,Sonata,front
Hyundai,21900,sedan,110,3,Petrol,yes,2012,Grandeur,front
Hyundai,20300,crossover,67,2,Diesel,yes,2012,IX35,full
Hyundai,20300,crossover,55,2,Diesel,yes,2012,IX35,full
Hyundai,22800,crossover,0,2,Petrol,yes,2016,Tucson,front
Hyundai,26000,crossover,33,2,Diesel,yes,2013,IX35,full
Hyundai,13300,crossover,110,2.2,Diesel,yes,2008,Santa FE,full
Hyundai,13900,crossover,103,2.2,Diesel,yes,2007,Santa FE,full
Hyundai,24250,crossover,1,2,Petrol,yes,2016,Tucson,full
Hyundai,18800,crossover,27,2,Petrol,yes,2012,IX35,full
Hyundai,12200,crossover,92,NA,Petrol,yes,2009,Tucson,full
Hyundai,12999,crossover,145,2.7,Petrol,yes,2009,Santa FE,full
Hyundai,9500,sedan,155,3.3,Petrol,yes,2006,Sonata,front
Hyundai,10800,crossover,212,2,Diesel,yes,2009,Tucson,full
Hyundai,19900,sedan,15,1.6,Petrol,yes,2016,Elantra,front
Hyundai,9700,crossover,130,2,Gas,yes,2007,Tucson,full
Hyundai,14200,sedan,41,1.8,Gas,yes,2014,Elantra,front
Hyundai,21433.425,crossover,1,2,Petrol,yes,2016,Tucson,front
Hyundai,12300,sedan,48,1.6,Petrol,yes,2013,Accent,front
Hyundai,11500,crossover,48,NA,Petrol,yes,2007,Tucson,
Hyundai,23500,sedan,72,3,Petrol,yes,2013,Grandeur,front
Hyundai,7100,hatch,88,1.4,Petrol,yes,2008,Getz,front
Hyundai,9900,crossover,140,2,Gas,yes,2007,Tucson,full
Hyundai,12356.175,sedan,1,1.4,Petrol,yes,2015,Accent,front
Hyundai,15246.075,sedan,1,1.6,Petrol,yes,2016,Elantra,front
Hyundai,5500,hatch,135,1.6,Petrol,yes,2005,Getz,front
Hyundai,6750,crossover,178,2,Diesel,no,2006,Tucson,full
Hyundai,8000,sedan,98,1.4,Petrol,yes,2011,Accent,front
Hyundai,13900,sedan,75,1.6,Petrol,yes,2012,Elantra,front
Hyundai,0,crossover,39,2.2,Diesel,yes,2012,Santa FE,full
Hyundai,14300,crossover,127,2.7,Gas,yes,2008,Santa FE,full
Hyundai,11900,crossover,133,2.2,Diesel,yes,2008,Tucson,full
Hyundai,5950,hatch,98,1.6,Petrol,yes,2008,Getz,front
Hyundai,11999,hatch,42,1.6,Petrol,yes,2013,i30,
Hyundai,14800,sedan,52,NA,Petrol,yes,2012,Elantra,front
Hyundai,11200,sedan,57,1.4,Gas,yes,2011,Accent,
Hyundai,12800,sedan,106,2,Petrol,yes,2012,Sonata,front
Hyundai,16000,crossover,55,2,Gas,yes,2012,Tucson,full
Hyundai,10500,crossover,106,NA,Petrol,yes,2008,Tucson,full
Hyundai,6800,sedan,140,1.5,Diesel,yes,2008,Accent,front
Hyundai,11500,van,183,2.5,Diesel,yes,2008,H1 пасс.,rear
Hyundai,7500,sedan,100,1.4,Petrol,yes,2007,Accent,front
Hyundai,11200,crossover,90,2,Gas,yes,2008,Tucson,full
Hyundai,7500,sedan,104,1.6,Petrol,yes,2010,Elantra,front
Hyundai,21400,crossover,63,2,Diesel,yes,2012,IX35,full
Hyundai,12650,other,55,1.4,Diesel,yes,2013,i30,front
Hyundai,13400,crossover,157,2.7,Gas,yes,2006,Santa FE,full
Hyundai,21700,crossover,63,2.2,Diesel,yes,2012,Santa FE,full
Hyundai,26900,crossover,59,2.4,Petrol,yes,2013,Santa FE,
Hyundai,18300,hatch,0,1.4,Petrol,yes,2016,i20,front
Hyundai,12500,crossover,134,2.7,Gas,yes,2007,Santa FE,full
Hyundai,19700,crossover,127,2.2,Diesel,yes,2012,Santa FE,full
Hyundai,15600,other,134,2.7,Gas,yes,2008,Santa FE,full
Hyundai,11300,crossover,166,2,Petrol,yes,2008,Tucson,full
Hyundai,53000,van,1,2.5,Diesel,yes,2016,H1 пасс.,full
Hyundai,11500,sedan,65,1.6,Petrol,yes,2011,Elantra,front
Hyundai,9950,other,74,2,Petrol,yes,2008,Coupe,front
Hyundai,11100,sedan,63,1.4,Petrol,yes,2013,Accent,front
Hyundai,6800,sedan,107,1.4,Gas,yes,2007,Accent,front
Hyundai,22600,crossover,89,2.2,Diesel,yes,2012,Santa FE,full
Hyundai,6500,van,170,1.6,Petrol,yes,2005,Matrix,front
Hyundai,13500,crossover,168,2.2,Diesel,yes,2007,Santa FE,full
Hyundai,12800,crossover,219,2.7,Gas,yes,2007,Santa FE,full
Hyundai,9250,crossover,192,2,Diesel,yes,2008,Tucson,full
Hyundai,13838.175,hatch,1,1.6,Diesel,yes,2015,i30,front
Hyundai,12700,crossover,104,2,Gas,yes,2009,Tucson,full
Hyundai,6999,sedan,95,1.4,Gas,yes,2009,Accent,front
Hyundai,10000,sedan,19,1.4,Petrol,yes,2011,Accent,front
Hyundai,3950,crossover,220,2.9,Diesel,no,2002,Terracan,full
Hyundai,6300,sedan,1,1.4,Petrol,yes,2008,Accent,
Hyundai,21900,crossover,71,2.2,Diesel,yes,2012,Santa FE,full
Hyundai,5400,sedan,102,1.5,Diesel,yes,2008,Accent,front
Hyundai,14900,crossover,172,2.2,Diesel,yes,2007,Santa FE,full
Hyundai,9999,sedan,42,1.4,Petrol,yes,2011,Accent,front
Hyundai,7000,sedan,100,1.6,Petrol,yes,2008,Accent,front
Hyundai,6000,van,130,1.6,Petrol,yes,2007,Matrix,front
Hyundai,8600,sedan,189,3.3,Petrol,yes,2006,Sonata,front
Hyundai,6700,sedan,95,1.6,Petrol,yes,2008,Accent,front
Hyundai,10500,hatch,50,1.4,Petrol,yes,2011,i30,front
Hyundai,8700,other,62,1.25,Petrol,yes,2013,i20,
Hyundai,12800,hatch,19,1.4,Petrol,yes,2013,i30,front
Hyundai,5100,hatch,108,1.4,Petrol,yes,2007,Getz,front
Hyundai,9300,sedan,98,1.4,Petrol,yes,2011,Accent,front
Hyundai,6300,sedan,164,1.6,Gas,yes,2008,Accent,front
Hyundai,6300,sedan,76,NA,Petrol,yes,2010,Accent,front
Hyundai,6500,sedan,92,1.4,Petrol,yes,2008,Accent,front
Hyundai,9900,crossover,168,2,Gas,yes,2007,Tucson,full
Hyundai,18200,sedan,35,2.4,Petrol,yes,2011,Sonata,
Hyundai,11500,sedan,75,1.6,Petrol,yes,2011,Accent,front
Hyundai,28400,crossover,1,2,Petrol,yes,2016,Tucson,full
Hyundai,17500,sedan,60,1.8,Petrol,yes,2013,Elantra,front
Hyundai,9200,sedan,100,NA,Gas,yes,2011,Accent,front
Hyundai,6300,sedan,163,1.5,Diesel,yes,2008,Accent,front
Hyundai,8000,sedan,193,2,Gas,yes,2007,Sonata,front
Hyundai,6999,sedan,91,1.4,Petrol,yes,2008,Accent,
Hyundai,6400,sedan,85,1.4,Petrol,yes,2009,Accent,front
Hyundai,12700,sedan,34,1.6,Petrol,yes,2013,Accent,front
Hyundai,9700,hatch,90,1.6,Diesel,yes,2010,i30,front
Hyundai,11999,crossover,56,NA,Petrol,yes,2009,Tucson,full
Hyundai,29400,sedan,0,2,Petrol,yes,2016,Sonata,front
Hyundai,18300,hatch,0,1.6,Petrol,yes,2016,i30,front
Hyundai,8999,hatch,56,1.6,Petrol,yes,2010,i30,front
Hyundai,5900,hatch,86,1.4,Petrol,yes,2007,Getz,
Hyundai,13000,other,72,2,Petrol,yes,2008,Coupe,front
Hyundai,5350,hatch,115,1.4,Petrol,yes,2007,Getz,front
Hyundai,10900,sedan,44,1.4,Petrol,yes,2013,i30,front
Hyundai,5900,sedan,99,1.4,Petrol,yes,2009,Accent,front
Hyundai,5950,hatch,200,1.4,Petrol,yes,2005,Getz,front
Hyundai,6500,hatch,137,1.4,Gas,yes,2007,Getz,front
Hyundai,4200,sedan,135,1.6,Gas,yes,2010,Elantra,front
Hyundai,12200,crossover,118,2,Gas,yes,2011,Tucson,front
Hyundai,7800,hatch,58,1.4,Petrol,yes,2011,i30,front
Hyundai,15500,crossover,135,3.8,Gas,yes,2009,ix55 (Veracruz),full
Hyundai,8599,hatch,95,1.6,Diesel,yes,2009,i30,front
Hyundai,8100,hatch,72,1.4,Gas,yes,2008,i30,front
Hyundai,18999,crossover,48,2,Gas,yes,2011,IX35,full
Hyundai,6600,sedan,82,1.4,Petrol,yes,2006,Accent,front
Hyundai,0,sedan,27,5,Petrol,yes,2013,Genesis,rear
Hyundai,7000,hatch,84,1.6,Petrol,yes,2008,Getz,front
Hyundai,5400,hatch,158,1.4,Petrol,yes,2005,Getz,front
Hyundai,7600,sedan,28,1.4,Petrol,yes,2008,Accent,front
Hyundai,17600,crossover,83,2,Petrol,yes,2011,IX35,full
Hyundai,17500,crossover,138,2.2,Diesel,yes,2010,Santa FE,front
Hyundai,36000,crossover,70,2.2,Diesel,yes,2013,Santa FE,full
Hyundai,21900,crossover,48,2.2,Diesel,yes,2012,Santa FE,full
Hyundai,13200,sedan,50,1.6,Other,yes,2011,Elantra,front
Hyundai,5700,hatch,102,1.4,Gas,yes,2005,Getz,front
Hyundai,7700,sedan,107,1.6,Petrol,yes,2008,Elantra,front
Hyundai,17000,crossover,54,2,Petrol,yes,2010,IX35,full
Hyundai,18750,crossover,93,2.4,Gas,yes,2012,Santa FE,full
Hyundai,8499,van,148,2.5,Diesel,yes,2008,H1 пасс.,rear
Hyundai,20200,sedan,0,1.6,Other,yes,2016,Elantra,front
Hyundai,27000,crossover,0,2,Petrol,yes,2016,Tucson,full
Hyundai,26000,crossover,0,2,Petrol,yes,2016,Tucson,front
Hyundai,18100,sedan,0,1.6,Petrol,yes,2015,Elantra,front
Hyundai,10700,crossover,113,2,Gas,yes,2008,Tucson,full
Hyundai,8300,sedan,150,2,Gas,yes,2008,Sonata,front
Hyundai,15500,sedan,85,10,Petrol,yes,2011,Sonata,front
Hyundai,11111,crossover,99,2.7,Petrol,yes,2009,Tucson,full
Hyundai,7700,other,265,99.99,Diesel,yes,2003,H1 пасс.,rear
Hyundai,16500,sedan,87,2.4,Petrol,yes,2011,Sonata,front
Hyundai,6700,sedan,87,1.5,Diesel,yes,2008,Accent,front
Hyundai,8400,sedan,178,2,Gas,yes,2007,Sonata,front
Hyundai,8650,crossover,147,2,Gas,yes,2007,Tucson,
Hyundai,14500,sedan,134,2,Gas,yes,2012,Sonata,front
Hyundai,6900,hatch,63,1.4,Petrol,yes,2008,Getz,front
Hyundai,5850,hatch,98,1.1,Petrol,yes,2008,i10,front
Hyundai,8800,hatch,67,1.4,Petrol,yes,2011,i30,front
Hyundai,7700,hatch,97,1.4,Petrol,yes,2008,i30,front
Hyundai,6900,hatch,95,1.4,Petrol,yes,2007,Getz,
Hyundai,17200,crossover,45,2,Petrol,yes,2013,IX35,front
Hyundai,16000,crossover,175,3.8,Gas,yes,2007,ix55 (Veracruz),full
Hyundai,31500,crossover,1,2,Petrol,yes,2016,Tucson,full
Hyundai,5800,sedan,110,NA,Other,yes,2007,Accent,
Hyundai,7500,hatch,60,1.1,Petrol,yes,2011,i10,front
Hyundai,11990,sedan,36,1.4,Petrol,yes,2013,Accent,front
Hyundai,19500,crossover,105,3,Diesel,yes,2008,ix55 (Veracruz),full
Hyundai,39500,crossover,1,2.2,Diesel,yes,2014,Santa FE,full
Hyundai,12650,hatch,36,1.4,Diesel,yes,2014,i30,front
Hyundai,6200,hatch,59,1.4,Petrol,yes,2008,Getz,front
Hyundai,14800,crossover,88,2,Gas,yes,2010,IX35,full
Hyundai,7500,sedan,150,3.3,Gas,yes,2006,Sonata,front
Hyundai,17500,crossover,100,2,Other,yes,2012,IX35,full
Hyundai,9400,sedan,90,2,Petrol,yes,2009,Sonata,front
Hyundai,15500,crossover,22,2,Petrol,yes,2010,IX35,front
Hyundai,12000,hatch,7,1.4,Petrol,yes,2013,i30,front
Hyundai,7500,hatch,150,1.25,Petrol,yes,2011,i20,front
Hyundai,16900,crossover,78,2,Petrol,yes,2011,IX35,full
Hyundai,4600,hatch,140,1.1,Gas,yes,2006,Getz,front
Hyundai,9200,other,190,2,Gas,yes,2007,Tucson,front
Hyundai,7499,crossover,100,NA,Gas,no,2011,IX35,full
Hyundai,13499,sedan,31,1.6,Petrol,yes,2013,Elantra,front
Hyundai,7000,sedan,115,1.5,Diesel,yes,2009,Accent,front
Hyundai,17500,vagon,3,1.6,Diesel,yes,2014,i30,front
Hyundai,6500,sedan,65,1.4,Petrol,yes,2008,Accent,front
Hyundai,11300,sedan,40,1.6,Other,yes,2012,Accent,front
Hyundai,7150,sedan,60,1.4,Petrol,yes,2010,Accent,front
Hyundai,7700,sedan,122,1.6,Gas,yes,2008,Accent,front
Hyundai,8200,sedan,98,1.6,Gas,yes,2008,Elantra,front
Hyundai,2300,sedan,230,1.5,Petrol,yes,1994,Pony,front
Hyundai,6000,van,227,2.5,Diesel,yes,2006,H1 пасс.,rear
Hyundai,4900,crossover,230,2,Diesel,no,2004,Santa FE,full
Hyundai,11500,sedan,14,1.4,Petrol,yes,2013,Accent,front
Hyundai,8990,crossover,155,2,Gas,yes,2007,Tucson,full
Hyundai,13900,sedan,44,2,Petrol,yes,2010,Sonata,front
Hyundai,11700,sedan,85,1.4,Petrol,yes,2013,Accent,front
Hyundai,8800,hatch,141,1.6,Diesel,yes,2009,i30,front
Hyundai,12900,crossover,49,2.7,Petrol,yes,2008,Tucson,full
Hyundai,28500,crossover,0,2,Petrol,yes,2016,Tucson,full
Hyundai,11000,sedan,116,3.3,Gas,yes,2007,Grandeur,front
Hyundai,6500,sedan,150,1.4,Petrol,yes,2008,Accent,front
Hyundai,6500,hatch,88,1.4,Petrol,yes,2006,Getz,front
Hyundai,16000,crossover,97,2,Petrol,yes,2011,IX35,full
Hyundai,6700,sedan,70,1.4,Petrol,yes,2011,Accent,front
Hyundai,10999,sedan,59,1.4,Petrol,yes,2011,Accent,front
Hyundai,10500,crossover,170,2,Gas,yes,2008,Tucson,full
Hyundai,6200,sedan,92,1.4,Petrol,yes,2007,Accent,front
Hyundai,17200,crossover,92,2.2,Diesel,yes,2012,Santa FE,full
Hyundai,9500,sedan,52,1.3,Petrol,yes,2011,Accent,front
Hyundai,15500,sedan,125,2,Petrol,yes,2012,Sonata,front
Hyundai,10700,other,74,2,Gas,yes,2008,Coupe,front
Hyundai,23800,crossover,115,2.2,Diesel,yes,2011,Santa FE,full
Hyundai,6300,hatch,97,1.4,Petrol,yes,2007,Getz,front
Hyundai,7700,sedan,117,1.6,Petrol,yes,2007,Elantra,front
Hyundai,14500,crossover,90,2.7,Gas,yes,2008,Santa FE,full
Hyundai,6200,sedan,82,1.4,Gas,yes,2009,Accent,front
Hyundai,7200,van,125,1.5,Diesel,yes,2007,Matrix,front
Hyundai,5300,other,186,1.3,Petrol,yes,2005,Getz,front
Hyundai,18500,crossover,72,2,Gas,yes,2011,IX35,full
Hyundai,8900,crossover,160,2,Diesel,yes,2006,Santa FE,full
Hyundai,13999,sedan,9,1.4,Diesel,yes,2014,i30,front
Hyundai,9000,crossover,170,2,Petrol,yes,2008,Tucson,front
Hyundai,17250,crossover,97,2,Gas,yes,2011,IX35,full
Hyundai,13950,sedan,67,1.8,Petrol,yes,2012,Elantra,front
Hyundai,6999,sedan,103,1.5,Diesel,yes,2008,Accent,front
Hyundai,10500,crossover,112,2,Petrol,yes,2008,Tucson,full
Hyundai,10300,crossover,184,2,Gas,yes,2007,Tucson,full
Hyundai,7000,sedan,113,1.5,Diesel,yes,2008,Accent,front
Hyundai,5100,hatch,110,1.4,Other,yes,2005,Getz,front
Hyundai,5400,hatch,133,1.4,Petrol,yes,2004,Getz,front
Hyundai,9900,vagon,159,1.6,Other,yes,2011,i30,front
Hyundai,10500,crossover,135,2,Gas,yes,2008,Tucson,full
Hyundai,11999,sedan,108,1.6,Gas,yes,2011,Elantra,
Hyundai,14500,crossover,146,2.2,Diesel,yes,2007,Santa FE,full
Hyundai,9200,hatch,7,1.2,Petrol,yes,2011,i10,front
Hyundai,6800,hatch,86,1.4,Gas,yes,2007,Getz,front
Hyundai,9600,crossover,180,2,Petrol,yes,2008,Tucson,full
Hyundai,10000,crossover,106,2.7,Petrol,yes,2007,Tucson,full
Hyundai,5900,van,141,1.6,Petrol,yes,2005,Matrix,front
Hyundai,7900,other,77,1.2,Petrol,yes,2011,i20,front
Hyundai,11300,crossover,116,2,Diesel,yes,2009,Tucson,full
Hyundai,11500,crossover,135,2,Petrol,yes,2006,Tucson,full
Hyundai,6500,hatch,108,1.4,Gas,yes,2007,Getz,front
Hyundai,11000,sedan,149,3.3,Petrol,yes,2008,Grandeur,front
Hyundai,6700,sedan,100,1.6,Petrol,yes,2008,Accent,front
Hyundai,16300,sedan,93,2.4,Gas,yes,2012,Sonata,front
Hyundai,9900,sedan,40,1.4,Petrol,yes,2011,Accent,front
Hyundai,6900,sedan,86,1.4,Gas,yes,2009,Accent,front
Hyundai,14850,sedan,75,18,Gas,yes,2012,Elantra,front
Hyundai,10900,sedan,22,1.4,Petrol,yes,2014,Accent,front
Hyundai,9300,sedan,58,1.4,Petrol,yes,2011,Accent,front
Hyundai,5500,hatch,87,1.4,Petrol,yes,2007,Getz,front
Hyundai,18999,crossover,48,2,Gas,yes,2011,IX35,full
Hyundai,9500,crossover,140,2,Gas,yes,2008,Tucson,full
Hyundai,12000,hatch,70,1.6,Diesel,yes,2011,i30,front
Hyundai,4800,sedan,220,1.6,Petrol,yes,2002,Elantra,front
Hyundai,10400,sedan,78,1.4,Petrol,yes,2011,Accent,front
Hyundai,18499,crossover,39,2,Petrol,yes,2011,IX35,full
Hyundai,2300,van,210,2.5,Diesel,yes,1998,H 100 пасс.,rear
Hyundai,21400,crossover,96,2.2,Diesel,yes,2012,Santa FE,full
Hyundai,8999,hatch,74,1.4,Petrol,yes,2011,i20,
Hyundai,30900,crossover,0,2,Petrol,yes,2016,Tucson,full
Hyundai,35500,crossover,0,2,Diesel,yes,2016,Tucson,full
Hyundai,17999,crossover,39,2,Petrol,yes,2013,IX35,
Hyundai,17950,crossover,17,2,Petrol,yes,2013,Santa FE,full
Hyundai,13300,crossover,122,2.7,Gas,yes,2009,Tucson,full
Hyundai,17500,crossover,88,NA,Other,yes,2012,IX35,
Hyundai,6250,sedan,190,2,Petrol,yes,2006,Elantra,front
Hyundai,10800,sedan,182,3.3,Gas,yes,2008,Sonata,front
Hyundai,9500,crossover,170,2,Gas,yes,2008,Tucson,
Hyundai,8200,hatch,27,1.4,Petrol,yes,2011,i30,
Hyundai,6400,sedan,113,1.4,Petrol,yes,2007,Accent,front
Hyundai,10900,crossover,97,2,Diesel,yes,2008,Tucson,full
Hyundai,27800,crossover,93,3,Diesel,yes,2012,ix55 (Veracruz),full
Hyundai,12900,sedan,143,2,Petrol,yes,2010,Sonata,
Hyundai,10100,sedan,150,2,Gas,yes,2008,Sonata,front
Hyundai,20700,sedan,18,2.4,Gas,yes,2014,Sonata,front
Hyundai,4300,van,250,2.5,Diesel,yes,2001,H1 груз.,rear
Hyundai,5900,hatch,106,1.6,Petrol,yes,2006,Getz,front
Hyundai,6400,hatch,79,1.4,Petrol,yes,2007,Getz,front
Hyundai,23999,crossover,62,2.2,Diesel,yes,2012,Santa FE,full
